type,original_scores,original_scores_std,scores,scores_std,dcc_pearson,dcc_spearman,dcc_kendall,dcc_mi,dcc_js,dcc_wd,dcc_xi,dcc_dcor,perturbation_type,dataset,ptb_ratio,corr_max_pearson,corr_max_spearman,corr_max_kendall,corr_max_mi,corr_max_js,corr_max_wd,corr_max_xi,corr_max_dcor,corr_cnt_good_pearson,corr_cnt_good_spearman,corr_cnt_good_kendall,corr_cnt_good_mi,corr_cnt_good_js,corr_cnt_good_wd,corr_cnt_good_xi,corr_cnt_good_dcor,scores_ratio,scores_std_ratio
regression,0.9724184466449153,0.02330461528137598,0.8375815730263699,0.06126911215377383,0.20512820512820512,0.38461538461538464,0.5512820512820513,0.3974358974358974,0.20512820512820512,0.32051282051282054,0.7564102564102564,0.3333333333333333,ReplacementRand,BMDS,0.05,0.8643299310177619,0.9580163383810852,0.8797603988765155,0.6369839889173076,0.6644414609661125,0.7322068109265264,0.7997623067434659,0.8999045277323979,0.09090909090909091,0.2727272727272727,0.2727272727272727,0.09090909090909091,0.2727272727272727,0.45454545454545453,0.09090909090909091,0.18181818181818182,0.8613386304180407,2.6290548637692983
classification,0.7774814814814814,0.02958676375708675,0.7834750484496122,0.03805150719483216,1.0,1.0,1.0,1.0,1.0,1.0,0.5274725274725275,1.0,Deletion,Crystal Structure,0.05,0.32922741975967357,0.34540305731892346,0.27874998457714656,0.11059734818059223,0.5947997601185874,0.5458914260447721,0.09964908160076857,0.33467843463037655,0.0,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0,1.007708951416708,1.28609899708
classification,0.7774814814814814,0.02958676375708675,0.7511577265008491,0.02824523595563793,0.6593406593406593,0.8021978021978022,0.8791208791208791,0.8901098901098901,0.8901098901098901,0.9340659340659341,0.6483516483516484,0.8571428571428571,AdditionLinear,Crystal Structure,0.05,0.3265417841934333,0.33901603628420446,0.27349250782179124,0.09586501569729063,0.5689948565737923,0.5005710340247227,0.4180373791934303,0.3262944031353277,0.0,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0,0.9661422739864199,0.9546578391451316
classification,0.7774814814814814,0.02958676375708675,0.7487473778843272,0.024342028454061325,0.5714285714285714,0.8571428571428571,0.9230769230769231,0.9120879120879121,1.0,0.967032967032967,0.6483516483516484,0.7692307692307693,AdditionRand,Crystal Structure,0.05,0.31993786527302004,0.3382070438079527,0.2722482289957286,0.09872014926549369,0.5670000070845781,0.5194395393953137,0.47802292504952915,0.3218701356175934,0.0,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0,0.9630420733077761,0.8227337282953368
classification,0.7774814814814814,0.02958676375708675,0.7423703703703705,0.028382873559256096,0.7582417582417582,0.8131868131868132,0.8681318681318682,0.8901098901098901,0.989010989010989,0.9340659340659341,0.6483516483516484,0.8571428571428571,ReplacementLinear,Crystal Structure,0.05,0.34902927717316845,0.3534282312295306,0.2850102294307936,0.09243906480860219,0.5611789144150963,0.4901099822123986,0.4116265659051065,0.33545687217663084,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.9548399390243905,0.9593098384225178
classification,0.7774814814814814,0.02958676375708675,0.7539259259259259,0.027611090146198402,0.5714285714285714,0.8241758241758241,0.9010989010989011,0.8791208791208791,0.9230769230769231,0.9230769230769231,0.6043956043956044,0.7472527472527473,ReplacementRand,Crystal Structure,0.05,0.33982932576286273,0.3499840179689035,0.28113095627806584,0.10253436254739576,0.5626551381234574,0.5102395892182989,0.456871697684588,0.33281950361324275,0.0,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0,0.969702743902439,0.933224409837148
classification,0.7883720930232558,0.05068399025263418,0.7940853658536585,0.057500145036938365,0.9333333333333333,0.9777777777777777,1.0,1.0,1.0,1.0,0.6222222222222222,0.9777777777777777,Deletion,Glass,0.05,0.740764815587893,0.5939645797143159,0.46069019906524616,0.3065856857412867,0.48976070914010184,0.5580713252638796,0.3445301387203278,0.7287693835023563,0.375,0.25,0.0,0.0,0.0,0.375,0.0,0.5,1.0072469242391537,1.1344833891398267
classification,0.7883720930232558,0.05068399025263418,0.7537070707070708,0.06301927149161794,0.17777777777777778,0.5333333333333333,0.7333333333333333,0.8222222222222222,0.6666666666666666,0.8,0.4888888888888889,0.6222222222222222,AdditionLinear,Glass,0.05,0.6871226274192617,0.549790137679276,0.4323215562797671,0.26847909432311823,0.4519646507960472,0.5695514753012451,0.7396204404895614,0.6834714547263312,0.375,0.375,0.0,0.0,0.0,0.25,0.25,0.5,0.9560296177110337,1.2433762846512004
classification,0.7883720930232558,0.05068399025263418,0.7602525252525253,0.05852028556541635,0.2,0.4666666666666667,0.6666666666666666,0.8888888888888888,0.6222222222222222,0.7111111111111111,0.7111111111111111,0.6222222222222222,AdditionRand,Glass,0.05,0.6869844032070641,0.5840647706962404,0.46479807136220774,0.273400870172801,0.44043876382048897,0.5706443501073041,0.7888577904168745,0.6822040917634108,0.375,0.375,0.0,0.0,0.0,0.25,0.25,0.5,0.9643321116772444,1.1546108598340852
classification,0.7883720930232558,0.05068399025263418,0.7528239202657807,0.05175883828232001,0.26666666666666666,0.7111111111111111,0.7555555555555555,0.8666666666666667,0.7777777777777778,0.8222222222222222,0.7333333333333333,0.6666666666666666,ReplacementLinear,Glass,0.05,0.6912741469662458,0.561284082819765,0.437576407674189,0.27441035678728937,0.45420598510465854,0.5745192113401727,0.7474673904787793,0.6890842432736591,0.25,0.375,0.0,0.0,0.0,0.375,0.25,0.5,0.9549093973872734,1.02120685495219
classification,0.7883720930232558,0.05068399025263418,0.7532004429678849,0.059152571175870874,0.3333333333333333,0.4444444444444444,0.5555555555555556,0.8666666666666667,0.6,0.6888888888888889,0.4222222222222222,0.5555555555555556,ReplacementRand,Glass,0.05,0.7086415194548394,0.5714289253624822,0.44041379607452763,0.2721319759146382,0.4569254603092868,0.5797355253064638,0.797485352816043,0.699546130009905,0.375,0.25,0.0,0.0,0.0,0.25,0.25,0.5,0.9553869925551343,1.1670859157107616
