dataset,perturbation_type,perturbation_ratio,SHAP_feat,SHAP_feat_ratio,max_shap_feat,feat,DCC_pearson_matrix,Corr_pearson_matrix,DCC_spearman_matrix,Corr_spearman_matrix,DCC_kendall_matrix,Corr_kendall_matrix,DCC_mutual_info_matrix,Corr_mutual_info_matrix,DCC_js_corr_matrix,Corr_js_corr_matrix,DCC_wd_corr_matrix,Corr_wd_corr_matrix,DCC_xi_matrix,Corr_xi_matrix,DCC_dcor_matrix,Corr_dcor_matrix
Bala_classification_dataset.csv,Deletion,0.05,0.03149639541963574,0.2974314951116919,Mendeleev_Number,Compound,1.0,-0.1008405811371786,1.0,-0.12288248451154396,1.0,-0.10318817401461111,1.0,0.024554569818944983,1.0,0.31314729529518043,1.0,0.5275149519648626,0.35714285714285715,0.18051075268817207,1.0,0.1350728415269315
Bala_classification_dataset.csv,Deletion,0.05,0.027762882440797856,0.2621746242056846,Mendeleev_Number,x(BiMe1Me2)O3,0.9285714285714286,-0.3950846976340187,1.0,-0.377181119388394,1.0,-0.31615029302694975,0.9285714285714286,0.07755913198386499,1.0,0.5282646730348248,1.0,0.5680634830826239,0.5,0.2294354838709678,1.0,0.37758329835847376
Bala_classification_dataset.csv,Deletion,0.05,0.036863129416645116,0.34811144420841006,Mendeleev_Number,Me1,0.9285714285714286,-0.09455765991061885,1.0,-0.13237278307346304,1.0,-0.11615228657860371,1.0,0.09108366184355317,1.0,0.32079749299004046,1.0,0.437984617945836,0.21428571428571427,0.20497311827956988,1.0,0.17518571990808124
Bala_classification_dataset.csv,Deletion,0.05,0.026646618974378547,0.25163335726601854,Mendeleev_Number,Me2,0.9285714285714286,-0.24631396269036335,1.0,-0.26435572220924486,1.0,-0.22688972963432996,1.0,0.025396968208746453,1.0,0.39018486662932045,1.0,0.420690415463325,0.21428571428571427,0.11935483870967745,1.0,0.25348251885675643
Bala_classification_dataset.csv,Deletion,0.05,0.009097382269390563,0.08590976757615033,Mendeleev_Number,frac-Me1,1.0,0.017027893758656272,1.0,0.006311638617066608,1.0,0.00584426805833413,1.0,0.012467747232732055,1.0,0.5470216878294872,1.0,0.9023497592767284,0.14285714285714285,-0.002956989247311803,1.0,0.07455885231117769
Bala_classification_dataset.csv,Deletion,0.05,0.011148078518862858,0.10527521061730002,Mendeleev_Number,frac-Me2,1.0,-0.024305624456573454,1.0,-0.014287711161782119,1.0,-0.013148055485384419,1.0,0.010539298169215845,1.0,0.5752799404963742,1.0,0.43662551127502747,0.14285714285714285,0.11935483870967745,1.0,0.06440673894424695
Bala_classification_dataset.csv,Deletion,0.05,0.0018084724150822348,0.017078038522173922,Mendeleev_Number,frac-Me3,1.0,0.01929270423565774,1.0,0.01929270423565773,1.0,0.01929270423565773,1.0,0.0004205550535432422,1.0,0.5080746838649717,1.0,1.1712918281304798,0.21428571428571427,-0.1986559139784947,1.0,0.019292704235648436
Bala_classification_dataset.csv,Deletion,0.05,0.02841791468902754,0.26836032318303066,Mendeleev_Number,PT-content,0.9285714285714286,0.39508469763401893,1.0,0.377181119388394,1.0,0.31615029302694975,0.9285714285714286,0.0659002431320972,1.0,0.47560679078271867,1.0,0.5704160043712335,0.35714285714285715,0.18051075268817207,1.0,0.3775832983584796
Bala_classification_dataset.csv,Deletion,0.05,0.05603280934201108,0.5291374468683718,Mendeleev_Number,Tolerance_Factor,0.9285714285714286,0.4317827699591782,1.0,0.42391753853330244,1.0,0.34763539925163095,0.9285714285714286,0.0950493924180988,1.0,0.4921523049876716,1.0,0.6214623643985975,0.42857142857142855,0.2294354838709678,1.0,0.4063442921843742
Bala_classification_dataset.csv,Deletion,0.05,0.021897929456319448,0.20678981868455276,Mendeleev_Number,Valence_Electron_Number,0.9285714285714286,-0.20602811347454134,1.0,-0.042643913808902124,1.0,-0.03800167929215891,1.0,0.08089326578514251,1.0,0.5130582762829521,1.0,0.9015219745033238,0.14285714285714285,0.19274193548387097,1.0,0.22934486794975925
Bala_classification_dataset.csv,Deletion,0.05,0.05446306536824706,0.5143138046439626,Mendeleev_Number,Martynov_Batsanov_Electronegativity,1.0,0.2260410689676203,1.0,0.26039158765042764,1.0,0.2133383768649872,1.0,0.17131131563643825,0.9285714285714286,0.6878845966310764,1.0,0.7441767127099119,0.5,0.2905913978494624,1.0,0.3195312336741226
Bala_classification_dataset.csv,Deletion,0.05,0.033074218153368584,0.3123314278964704,Mendeleev_Number,Ideal_Bond_Length_Sum,1.0,0.17344966599928394,1.0,0.17443994939632707,1.0,0.142905601079912,1.0,0.06677383580314204,1.0,0.567119601191363,1.0,0.5035514985074628,0.2857142857142857,0.21720430107526878,1.0,0.25927240447686006
Bala_classification_dataset.csv,Deletion,0.05,0.10589462090357366,1.0,Mendeleev_Number,Mendeleev_Number,0.6428571428571429,-0.3492356926332154,0.9285714285714286,-0.369845795256614,0.9285714285714286,-0.303095748401269,0.7142857142857143,0.19834149479977012,0.9285714285714286,0.590666860194913,1.0,0.5879256042087724,0.42857142857142855,0.36397849462365595,0.9285714285714286,0.4262147604538671
